Column1;Column2;Column3
SW[1.000000] HW[1.100000] Date[1970-01-01 00:00:00];;
Timestamp; FSR1; FSR2
11440;1147;4056
11444;1247;4057
11448;1337;4059
11451;1436;4062
11455;1528;4062
11459;1608;4071
11462;1704;4071
11466;1791;4072
11469;1853;4072
11473;1946;4072
11477;2015;4063
11480;2060;4063
11484;2111;4063
11488;2185;4061
11491;2250;4059
11495;2314;4059
11499;2348;4056
11502;2392;4055
11506;2431;4055
11510;2473;4045
11513;2505;4044
11517;2551;4041
11520;2584;4038
11524;2619;4030
11528;2639;4028
11531;2680;4024
11535;2714;4014
11539;2743;4009
11542;2766;3997
11546;2793;3993
11550;2826;3979
11553;2845;3976
11557;2862;3964
11561;2888;3959
11564;2904;3947
11568;2922;3933
11572;2952;3928
11575;2959;3915
11579;2985;3912
11582;3003;3887
11586;3016;3881
11590;3021;3868
11593;3048;3850
11597;3069;3837
11601;3098;3832
11604;3113;3820
11608;3120;3804
11612;3136;3791
11615;3149;3785
11619;3167;3767
11623;3178;3758
11626;3194;3740
11630;3211;3735
11633;3225;3719
11637;3240;3706
11641;3257;3692
11644;3273;3673
11648;3294;3658
11652;3309;3642
11655;3324;3626
11659;3340;3614
11663;3353;3607
11666;3368;3583
11670;3374;3575
11674;3387;3561
11677;3401;3547
11681;3406;3544
11685;3421;3530
11688;3432;3516
11692;3439;3498
11695;3454;3485
11699;3465;3469
11703;3480;3456
11706;3485;3449
11710;3496;3432
11714;3500;3423
11717;3513;3406
11721;3518;3390
11725;3531;3384
11728;3535;3371
11732;3547;3368
11736;3560;3358
11739;3567;3352
11743;3578;3325
11746;3595;3312
11750;3596;3305
11754;3607;3293
11757;3609;3277
11761;3612;3262
11765;3625;3246
11768;3628;3230
11772;3640;3213
11776;3645;3208
11779;3655;3193
11783;3661;3179
11787;3672;3158
11790;3676;3146
11794;3687;3128
11798;3691;3113
11801;3694;3088
11805;3705;3069
11808;3709;3051
11812;3719;3032
11816;3722;3006
11819;3726;2990
11823;3738;2974
11827;3742;2968
11830;3752;2940
11834;3756;2919
11838;3767;2893
11841;3773;2872
11845;3775;2842
11849;3789;2814
11852;3800;2796
11856;3804;2762
11860;3806;2734
11863;3817;2712
11867;3822;2682
11870;3832;2650
11874;3835;2619
11878;3839;2584
11881;3849;2554
11885;3853;2523
11889;3864;2490
11892;3866;2459
11896;3868;2415
11900;3880;2367
11903;3883;2312
11907;3886;2270
11911;3897;2204
11914;3899;2126
11918;3900;2025
11921;3904;1934
11925;3914;1864
11929;3916;1771
11932;3919;1615
11936;3930;1512
11940;3931;1355
11943;3934;1240
11947;3935;1118
11951;3945;1022
11954;3948;1005
11958;3960;1001
11962;3963;989
11965;3967;984
11969;3976;972
11973;3981;970
11976;3992;967
11980;3995;955
11983;4008;952
11987;4012;940
11991;4015;938
11994;4026;927
11998;4031;922
12002;4040;908
12005;4043;896
12009;4054;889
12013;4057;875
12016;4060;859
12020;4072;841
12024;4074;824
12027;4078;795
12031;4088;768
12034;4093;732
12038;4094;688
12042;4095;649
12045;4095;589
12049;4095;553
12053;4095;509
12056;4095;461
12060;4095;424
12064;4095;392
12067;4095;331
12071;4095;269
12075;4095;221
12078;4095;188
12082;4095;110
12086;4095;87
12089;4095;72
12093;4095;63
12096;4095;44
12100;4095;30
12104;4095;26
12107;4095;25
12111;4095;18
12115;4095;18
12118;4095;6
12122;4095;5
12126;4095;5
12129;4095;5
12133;4095;5
12137;4095;3
12140;4095;4
12144;4095;2
12147;4095;3
12151;4095;3
12155;4095;1
12158;4095;3
12162;4095;4
12166;4095;5
12169;4095;2
12173;4095;2
12177;4095;3
12180;4095;4
12184;4095;3
12188;4095;3
12191;4093;3
12195;4059;3
12199;4026;1
12202;3992;2
12206;3948;3
12209;3900;3
12213;3863;1
12217;3817;2
12220;3773;4
12224;3736;2
12228;3688;3
12231;3644;4
12235;3592;3
12239;3534;3
12242;3488;3
12246;3463;3
12250;3389;1
12253;3335;3
12257;3275;3
12261;3223;2
12264;3166;3
12268;3113;3
12271;3054;3
12275;2989;2
12279;2921;2
12282;2824;2
12286;2747;3
12290;2667;3
12293;2538;3
12297;2413;4
12301;2267;1
12304;2143;3
12308;1996;2
12312;1853;2
12315;1760;3
12319;1640;3
12322;1502;2
12326;1376;2
12330;1262;3
12333;1184;3
12337;1147;2
12341;1098;2
12344;1096;4
12348;1084;2
12352;1083;4
12355;1080;2
12359;1069;2
12363;1067;4
12366;1066;4
12370;1065;1
12374;1065;3
12377;1056;3
12381;1054;3
12384;1053;2
12388;1053;3
12392;1051;2
12395;1050;3
12399;1049;1
12403;1040;4
12406;1040;2
12410;1040;2
12414;1039;3
12417;1038;3
12421;1037;2
12425;1036;3
12428;1036;3
12432;1036;4
12435;1035;1
12439;1034;3
12443;1024;2
12446;1032;2
12450;1024;3
12454;1024;2
12457;1024;2
12461;1031;2
12465;1022;2
12468;1022;3
12472;1021;2
12476;1019;1
12479;1020;2
12483;1019;2
12487;1019;2
12490;1017;3
12494;1018;3
12497;1018;3
12501;1018;3
12505;1008;2
12508;1007;2
12512;1016;4
12516;1015;3
12519;1005;3
12523;1005;2
12527;1006;2
12530;1006;3
12534;1005;2
12538;1005;2
12541;1006;3
12545;1004;3
12548;1004;3
12552;1003;2
12556;1003;3
12559;1003;3
12563;1002;4
12567;1002;3
12570;1003;2
12574;1003;3
12578;1001;3
12581;1001;3
12585;1001;2
12589;1001;3
12592;1000;3
12596;1001;2
12600;1001;4
12603;1000;3
12607;1000;2
12610;998;3
12614;991;2
12618;991;2
12621;999;3
12625;991;2
12629;991;4
12632;990;4
12636;988;3
12640;988;3
12643;990;3
12647;989;3
12651;990;3
12654;987;4
12658;988;3
12662;987;2
12665;987;5
12669;987;2
12672;988;3
12676;987;3
12680;986;3
12683;987;2
12687;986;3
12691;986;3
12694;985;2
12698;984;3
12702;986;3
12705;986;2
12709;985;2
12713;984;3
12716;984;3
12720;985;3
12723;984;3
12727;976;3
12731;984;4
12734;984;2
12738;984;4
12742;976;3
12745;984;2
12749;975;3
12753;975;4
12756;975;2
12760;974;3
12764;975;4
12767;974;2
12771;975;2
12775;974;4
12778;973;2
12782;975;3
12785;972;2
12789;974;2
12793;974;3
12796;974;3
12800;973;2
12804;974;2
12807;972;2
12811;974;3
12815;972;2
12818;971;3
12822;973;3
12826;973;3
12829;972;3
12833;972;3
12836;972;3
12840;970;2
12844;971;3
12847;970;2
12851;972;2
12855;971;2
12858;971;4
12862;970;2
12866;971;3
12869;970;2
12873;970;2
12877;970;2
12880;970;2
12884;972;4
12888;969;2
12891;970;3
12895;970;2
12898;969;1
12902;970;2
12906;970;3
12909;970;4
12913;969;3
12917;970;1
12920;970;2
12924;970;3
12928;970;1
12931;969;2
12935;970;1
12939;969;3
12942;971;2
12946;970;2
12949;970;2
12953;970;2
12957;971;4
12960;970;3
12964;971;4
12968;970;6
12971;969;17
12975;954;57
12979;903;314
12982;919;967
12986;944;1659
12990;968;2079
12993;984;2381
12997;990;2591
13001;1000;2751
13004;1002;2878
13008;1004;2973
13011;1008;3053
13015;1015;3129
13019;1016;3211
13022;1017;3287
13026;1020;3359
13030;1020;3435
13033;1022;3511
13037;1032;3575
13041;1034;3631
13044;1034;3689
13048;1036;3725
13052;1035;3768
13055;1037;3788
13059;1035;3818
13063;1033;3836
13066;1024;3850
13070;1024;3863
13073;1022;3871
13077;1022;3882
13081;1022;3884
13084;1024;3884
13088;1031;3886
13092;1024;3897
13095;1024;3902
13099;1033;3913
13103;1034;3916
13106;1035;3928
13110;1036;3932
13114;1037;3943
13117;1037;3944
13121;1039;3951
13124;1039;3962
13128;1048;3966
13132;1049;3978
13135;1051;3981
13139;1052;3996
13143;1054;4007
13146;1056;4012
13150;1065;4025
13154;1065;4039
13157;1070;4044
13161;1080;4058
13165;1082;4062
13168;1084;4075
13172;1087;4078
13176;1096;4088
13179;1098;4090
13183;1099;4093
13186;1111;4095
13190;1151;4095
13194;1259;4095
13197;1371;4095
13201;1432;4095
13205;1546;4095
13208;1647;4095
13212;1721;4095
13216;1773;4095
13219;1818;4095
13223;1897;4095
13227;1920;4095
13230;1967;4095
13234;2014;4095
13238;2059;4095
13241;2094;4095
13245;2158;4095
13248;2189;4095
13252;2215;4095
13256;2264;4095
13259;2296;4095
13263;2347;4095
13267;2367;4095
13270;2412;4095
13274;2456;4095
13278;2477;4095
13281;2511;4095
13285;2552;4095
13289;2589;4095
13292;2617;4091
13296;2647;4088
13299;2666;4080
13303;2697;4074
13307;2714;4071
13310;2718;4057
13314;2743;4046
13318;2750;4043
13321;2765;4031
13325;2780;4025
13329;2795;4013
13332;2808;4008
13336;2824;3991
13340;2840;3979
13343;2859;3968
13347;2875;3964
13350;2892;3962
13354;2908;3950
13358;2920;3945
13361;2936;3929
13365;2942;3919
13369;2967;3911
13372;2972;3911
13376;2987;3897
13380;3001;3887
13383;3008;3880
13387;3018;3870
13391;3034;3854
13394;3048;3850
13398;3053;3839
13402;3070;3834
13405;3084;3831
13409;3112;3821
13412;3127;3807
13416;3133;3802
13420;3145;3791
13423;3160;3786
13427;3175;3774
13431;3191;3772
13434;3196;3767
13438;3210;3759
13442;3223;3754
13445;3240;3743
13449;3244;3740
13453;3259;3726
13456;3274;3723
13460;3286;3722
13464;3293;3710
13467;3309;3710
13471;3320;3704
13474;3328;3694
13478;3339;3689
13482;3353;3675
13485;3369;3671
13489;3384;3657
13493;3388;3648
13496;3401;3642
13500;3414;3626
13504;3418;3624
13507;3422;3610
13511;3435;3594
13515;3439;3582
13518;3452;3567
13522;3467;3550
13525;3471;3544
13529;3479;3528
13533;3497;3512
13536;3502;3486
13540;3514;3470
13544;3517;3452
13547;3529;3436
13551;3544;3419
13555;3546;3402
13558;3551;3386
13562;3564;3369
13566;3578;3352
13569;3593;3326
13573;3599;3306
13577;3613;3286
13580;3626;3247
13584;3640;3228
13587;3655;3196
13591;3660;3176
13595;3673;3144
13598;3678;3103
13602;3690;3070
13606;3694;3039
13609;3710;3005
13613;3725;2968
13617;3736;2924
13620;3751;2877
13624;3756;2827
13628;3769;2765
13631;3784;2712
13635;3789;2665
13638;3805;2608
13642;3816;2555
13646;3821;2503
13649;3833;2428
13653;3840;2344
13657;3852;2263
13660;3864;2135
13664;3868;2014
13668;3879;1854
13671;3882;1693
13675;3887;1561
13679;3899;1402
13682;3902;1256
13686;3915;1133
13690;3928;1086
13693;3934;1069
13697;3947;1063
13700;3961;1049
13704;3965;1035
13708;3976;1022
13711;3980;1007
13715;3992;1003
13719;3997;990
13722;4000;985
13726;4011;971
13730;4015;959
13733;4028;951
13737;4029;939
13741;4041;925
13744;4042;910
13748;4045;896
13752;4059;887
13755;4059;861
13759;4063;841
13762;4073;798
13766;4073;762
13770;4079;729
13773;4079;697
13777;4090;666
13781;4094;635
13784;4095;602
13788;4095;571
13792;4095;527
13795;4095;491
13799;4095;458
13803;4095;428
13806;4095;378
13810;4095;316
13813;4095;253
13817;4095;191
13821;4095;138
13824;4095;95
13828;4095;78
13832;4095;74
13835;4095;59
13839;4095;41
13843;4095;39
13846;4095;29
13850;4095;25
13854;4095;21
13857;4095;19
13861;4095;8
13865;4095;9
13868;4095;8
13872;4095;5
13875;4095;5
13879;4095;6
13883;4095;3
13886;4095;2
13890;4095;3
13894;4095;1
13897;4095;4
13901;4095;2
13905;4095;5
13908;4095;4
13912;4095;2
13916;4095;3
13919;4095;4
13923;4095;3
13926;4095;3
13930;4095;5
13934;4077;3
13937;4030;3
13941;3982;3
13945;3943;3
13948;3894;0
13952;3836;3
13956;3775;3
13959;3720;2
13963;3663;3
13967;3610;3
13970;3549;3
13974;3515;4
13978;3452;2
13981;3417;2
13985;3357;2
13988;3307;4
13992;3263;4
13996;3198;1
13999;3150;2
14003;3100;3
14007;3049;2
14010;2999;2
14014;2926;5
14018;2855;3
14021;2776;3
14025;2685;3
14029;2591;1
14032;2477;2
14036;2361;2
14039;2222;2
14043;2107;2
14047;2012;3
14050;1914;3
14054;1768;3
14058;1627;2
14061;1527;3
14065;1400;2
14069;1277;3
14072;1213;3
14076;1113;3
14080;1102;2
14083;1097;3
14087;1085;2
14091;1081;2
14094;1070;2
14098;1067;3
14101;1064;4
14105;1054;1
14109;1051;3
14112;1050;3
14116;1040;1
14120;1040;2
14123;1040;2
14127;1039;1
14131;1036;2
14134;1035;3
14138;1034;3
14142;1033;3
14145;1034;3
14149;1033;3
14153;1024;2
14156;1022;3
14160;1022;2
14163;1022;3
14167;1020;1
14171;1020;2
14174;1019;3
14178;1020;1
14182;1019;1
14185;1017;4
14189;1018;4
14193;1015;3
14196;1016;2
14200;1016;1
14204;1014;3
14207;1006;3
14211;1007;4
14214;1007;2
14218;1005;2
14222;1005;2
14225;1004;4
14229;1004;2
14233;1003;3
14236;1004;3
14240;1003;2
14244;1002;2
14247;1003;3
14251;1003;3
14255;1001;2
14258;1002;3
14262;1002;3
14266;1001;3
14269;1000;3
14273;999;2
14276;999;2
14280;999;1
14284;998;3
14287;998;2
14291;991;2
14295;990;3
14298;990;1
14302;989;2
14306;990;2
14309;987;2
14313;990;2
14317;989;3
14320;988;2
14324;988;3
14327;989;3
14331;987;2
14335;987;2
14338;986;3
14342;985;2
14346;986;1
14349;986;2
14353;984;2
14357;986;3
14360;985;2
14364;986;3
14368;986;4
14371;985;3
14375;985;2
14379;984;3
14382;984;2
14386;984;2
14389;984;3
14393;976;1
14397;984;3
14400;976;3
14404;974;3
14408;975;3
14411;975;3
14415;975;2
14419;975;2
14422;974;4
14426;974;3
14430;974;2
14433;974;3
14437;972;3
14440;972;2
14444;972;2
14448;973;3
14451;971;3
14455;972;2
14459;973;3
14462;971;3
14466;972;3
14470;972;1
14473;971;2
14477;971;2
14481;972;2
14484;971;2
14488;971;3
14492;973;3
14495;970;1
14499;970;2
14502;970;2
14506;969;3
14510;970;4
14513;969;2
14517;969;3
14521;970;4
14524;968;3
14528;970;2
14532;968;4
14535;969;4
14539;970;0
14543;969;3
14546;969;2
14550;968;3
14554;968;2
14557;969;3
14561;968;3
14564;968;2
14568;969;2
14572;968;4
14575;968;4
14579;969;1
14583;968;3
14586;968;4
14590;968;3
14594;968;3
14597;968;3
14601;968;1
14605;968;1
14608;968;2
14612;967;3
14615;968;2
14619;967;3
14623;967;1
14626;968;3
14630;967;2
14634;968;3
14637;967;4
14641;968;2
14645;968;4
14648;968;3
14652;967;4
14656;967;3
14659;967;3
14663;965;3
14667;952;42
14670;892;200
14674;879;270
14677;876;303
14681;903;796
14685;935;1325
14688;956;1816
14692;971;2120
14696;985;2380
14699;989;2541
14703;999;2686
14707;1004;2813
14710;1005;2905
14714;1015;2985
14718;1016;3050
14721;1018;3133
14725;1021;3199
14728;1022;3273
14732;1022;3326
14736;1021;3392
14739;1020;3466
14743;1022;3531
14747;1021;3580
14750;1022;3623
14754;1023;3657
14758;1022;3687
14761;1022;3709
14765;1021;3735
14769;1023;3757
14772;1023;3775
14776;1024;3801
14780;1035;3816
14783;1036;3832
14787;1039;3837
14790;1040;3854
14794;1052;3881
14798;1054;3900
14801;1063;3919
14805;1065;3931
14809;1067;3945
14812;1072;3951
14816;1070;3966
14820;1081;3978
14823;1159;3983
14827;1259;3995
14831;1354;3999
14834;1452;4008
14838;1546;4010
14841;1626;4009
14845;1727;4012
14849;1789;4012
14852;1821;4011
14856;1872;4014
14860;1919;4024
14863;1967;4024
14867;2024;4026
14871;2040;4027
14874;2120;4030
14878;2156;4029
14882;2205;4029
14885;2238;4028
14889;2271;4028
14893;2335;4030
14896;2360;4030
14900;2412;4029
14903;2473;4029
14907;2510;4028
14911;2584;4029
14914;2620;4028
14918;2666;4026
14922;2698;4026
14925;2731;4023
14929;2764;4012
14933;2792;4013
14936;2814;4009
14940;2845;4008
14944;2877;4007
14947;2904;3995
14951;2922;3992
14955;2942;3982
14958;2958;3977
14962;2983;3966
14965;3003;3964
14969;3017;3950
14973;3033;3944
14976;3040;3932
14980;3053;3917
14984;3072;3912
14987;3085;3900
14991;3100;3885
14995;3113;3868
14998;3128;3854
15002;3144;3838
15006;3162;3822
15009;3167;3804
15013;3181;3790
15016;3199;3776
15020;3213;3756
15024;3231;3742
15027;3247;3720
15031;3260;3703
15035;3272;3678
15038;3279;3659
15042;3291;3641
15046;3305;3615
15049;3307;3595
15053;3323;3577
15057;3336;3562
15060;3339;3544
15064;3355;3518
15068;3360;3499
15071;3374;3480
15075;3385;3456
15078;3401;3437
15082;3407;3416
15086;3420;3388
15089;3424;3373
15093;3437;3356
15097;3449;3342
15100;3455;3326
15104;3465;3306
15108;3479;3289
15111;3484;3273
15115;3496;3246
15119;3500;3231
15122;3512;3210
15126;3517;3194
15129;3528;3179
15133;3532;3166
15137;3533;3148
15140;3547;3131
15144;3549;3114
15148;3561;3088
15151;3566;3066
15155;3578;3048
15159;3578;3031
15162;3581;3004
15166;3595;2989
15170;3608;2974
15173;3611;2956
15177;3623;2936
15181;3626;2911
15184;3630;2893
15188;3643;2862
15191;3645;2839
15195;3656;2811
15199;3661;2793
15202;3664;2765
15206;3675;2735
15210;3678;2711
15213;3688;2682
15217;3692;2648
15221;3705;2619
15224;3706;2584
15228;3710;2540
15232;3719;2478
15235;3722;2424
15239;3726;2359
15242;3738;2287
15246;3740;2206
15250;3752;2120
15253;3754;2047
15257;3760;1949
15261;3769;1821
15264;3775;1742
15268;3785;1640
15272;3790;1483
15275;3792;1353
15279;3803;1228
15283;3815;1132
15286;3818;1024
15290;3831;1015
15294;3836;1003
15297;3848;991
15301;3852;987
15304;3864;984
15308;3870;974
15312;3881;968
15315;3886;958
15319;3901;956
15323;3914;953
15326;3917;942
15330;3930;939
15334;3943;938
15337;3947;927
15341;3961;922
15345;3966;921
15348;3976;910
15352;3980;904
15356;3992;895
15359;3997;887
15363;3999;874
15366;4011;858
15370;4016;845
15374;4025;827
15377;4029;808
15381;4030;776
15385;4041;744
15388;4042;702
15392;4047;679
15396;4056;636
15399;4059;598
15403;4060;551
15407;4072;508
15410;4072;463
15414;4078;429
15417;4080;395
15421;4091;363
15425;4093;330
15428;4095;280
15432;4095;234
15436;4095;217
15439;4095;200
15443;4095;174
15447;4095;122
15450;4095;105
15454;4095;47
15458;4095;29
15461;4095;23
15465;4095;21
15469;4095;20
15472;4095;10
15476;4095;18
15479;4095;8
15483;4095;10
15487;4095;8
15490;4095;6
15494;4095;6
15498;4095;7
15501;4095;3
15505;4095;5
15509;4095;5
15512;4095;3
15516;4095;4
15520;4095;2
15523;4095;2
15527;4095;2
15530;4095;3
15534;4095;2
15538;4095;4
15541;4095;3
15545;4095;2
15549;4095;2
15552;4095;2
15556;4095;3
15560;4095;1
15563;4095;4
15567;4095;3
15571;4092;3
15574;4062;3
15578;4028;2
15582;3997;2
15585;3962;2
15589;3919;3
15592;3884;2
15596;3851;3
15600;3818;3
15603;3782;3
15607;3751;3
15611;3707;3
15614;3658;1
15618;3616;3
15622;3561;3
15625;3504;1
15629;3448;3
15633;3400;3
15636;3338;3
15640;3278;3
15643;3214;4
15647;3165;3
15651;3118;4
15654;3066;4
15658;3001;3
15662;2927;2
15665;2830;4
15669;2776;3
15673;2670;2
15676;2601;2
15680;2472;3
15684;2359;2
15687;2218;3
15691;2058;3
15695;1918;2
15698;1775;3
15702;1660;3
15705;1592;2
15709;1440;4
15713;1320;3
15716;1179;2
15720;1112;3
15724;1082;3
15727;1071;2
15731;1067;2
15735;1054;3
15738;1052;3
15742;1040;3
15746;1038;2
15749;1034;3
15753;1023;3
15757;1022;3
15760;1022;1
15764;1022;3
15767;1021;3
15771;1020;3
15775;1020;2
15778;1018;1
15782;1018;1
15786;1016;3
15789;1016;3
15793;1016;4
15797;1008;2
15800;1015;2
15804;1006;3
15808;1006;1
15811;1003;2
15815;1005;2
15818;1004;2
15822;1004;3
15826;1004;3
15829;1002;3
15833;1001;3
15837;1001;5
15840;1000;4
15844;1001;5
15848;992;4
15851;999;3
15855;999;3
15859;991;3
15862;990;3
15866;991;4
15870;989;4
15873;990;3
15877;989;3
15880;988;4
15884;987;5
15888;989;3
15891;988;5
15895;988;5
15899;987;6
15902;985;5
15906;985;4
15910;985;5
15913;985;4
15917;984;4
15921;984;3
15924;983;4
15928;988;4
15931;983;6
15935;976;4
15939;975;5
15942;976;3
15946;975;3
15950;974;4
15953;974;5
15957;974;5
15961;974;4
15964;973;5
15968;973;5
15972;973;5
15975;974;4
15979;972;5
15983;971;5
15986;971;5
15990;973;5
15993;971;4
15997;972;4
16001;972;7
16004;971;5
16008;971;5
16012;971;5
16015;971;4
16019;970;6
16023;969;6
16026;969;5
16030;969;6
16034;969;6
16037;968;7
16041;969;5
16045;969;6
16048;968;5
16052;968;6
16055;968;5
16059;967;6
16063;968;4
16066;969;5
16070;960;4
16074;959;7
16077;959;7
16081;967;5
16085;959;5
16088;958;7
16092;959;5
16096;958;5
16099;957;5
16103;958;6
16106;959;5
16110;959;5
16114;956;6
16117;957;5
16121;957;6
16125;956;6
16128;957;7
16132;959;7
16136;956;5
16139;956;4
16143;957;5
16147;957;5
16150;957;5
16154;954;5
16158;955;4
16161;955;5
16165;956;5
16168;956;5
16172;956;6
16176;954;4
16179;955;6
16183;954;4
16187;955;5
16190;955;5
16194;955;5
16198;954;5
16201;954;6
16205;953;6
16209;955;4
16212;953;5
16216;953;4
16219;954;6
16223;954;5
16227;953;7
16230;952;7
16234;953;6
16238;953;4
16241;953;4
16245;953;6
16249;952;6
16252;953;6
16256;954;5
16260;952;5
16263;952;7
16267;952;6
16271;952;5
16274;953;6
16278;943;24
16281;919;92
16285;893;166
16289;890;198
16292;879;252
16296;891;617
16300;917;1134
16303;936;1624
16307;952;1934
16311;956;2159
16314;968;2327
16318;971;2479
16322;974;2591
16325;984;2702
16329;986;2812
16332;989;2908
16336;990;2989
16340;1000;3082
16343;1000;3163
16347;1002;3272
16351;1006;3358
16354;1017;3453
16358;1018;3520
16362;1020;3592
16365;1019;3640
16369;1020;3676
16373;1023;3709
16376;1022;3738
16380;1023;3770
16384;1020;3790
16387;1022;3816
16391;1024;3833
16394;1035;3850
16398;1037;3864
16402;1037;3880
16405;1039;3884
16409;1049;3900
16413;1051;3915
16416;1053;3931
16420;1055;3943
16424;1064;3958
16427;1065;3963
16431;1068;3967
16435;1070;3980
16438;1080;3992
16442;1083;3999
16446;1083;4008
16449;1086;4010
16453;1088;4015
16456;1096;4028
16460;1097;4028
16464;1099;4031
16467;1101;4040
16471;1110;4043
16475;1102;4043
16478;1113;4045
16482;1115;4047
16486;1118;4057
16489;1199;4060
16493;1275;4064
16497;1386;4071
16500;1455;4074
16504;1562;4075
16507;1643;4078
16511;1727;4079
16515;1771;4090
16518;1821;4089
16522;1850;4090
16526;1885;4093
16529;1915;4095
16533;1977;4095
16537;1997;4095
16540;2042;4095
16544;2076;4095
16548;2110;4095
16551;2155;4095
16555;2200;4095
16559;2252;4095
16562;2302;4092
16566;2350;4091
16569;2381;4079
16573;2430;4077
16577;2475;4072
16580;2535;4061
16584;2573;4058
16588;2618;4046
16591;2649;4043
16595;2672;4039
16599;2711;4028
16602;2751;4025
16606;2782;4014
16610;2811;4008
16613;2844;3996
16617;2877;3992
16620;2904;3977
16624;2923;3963
16628;2953;3949
16631;2970;3932
16635;2992;3916
16639;3021;3901
16642;3034;3886
16646;3054;3867
16650;3072;3850
16653;3100;3834
16657;3130;3816
16661;3148;3790
16664;3176;3773
16668;3194;3753
16672;3210;3736
16675;3227;3706
16679;3243;3678
16682;3262;3660
16686;3278;3628
16690;3296;3596
16693;3320;3575
16697;3336;3544
16701;3352;3515
16704;3367;3497
16708;3376;3471
16712;3387;3448
16715;3408;3419
16719;3422;3389
16723;3448;3360
16726;3450;3327
16730;3467;3303
16733;3482;3276
16737;3487;3244
16741;3502;3227
16744;3517;3199
16748;3530;3176
16752;3533;3146
16755;3548;3114
16759;3562;3085
16763;3567;3064
16766;3581;3023
16770;3593;3001
16774;3599;2971
16777;3612;2942
16781;3624;2907
16785;3629;2872
16788;3640;2831
16792;3645;2797
16795;3657;2766
16799;3662;2744
16803;3673;2700
16806;3678;2652
16810;3690;2606
16814;3693;2536
16817;3705;2475
16821;3706;2395
16825;3711;2318
16828;3724;2254
16832;3726;2172
16836;3738;2091
16839;3743;2026
16843;3743;1944
16847;3752;1833
16850;3756;1703
16854;3757;1577
16857;3768;1451
16861;3770;1325
16865;3773;1179
16868;3775;1086
16872;3784;1018
16876;3789;1004
16879;3802;991
16883;3803;985
16887;3808;973
16890;3819;969
16894;3820;958
16898;3834;955
16901;3836;951
16905;3847;941
16908;3852;936
16912;3863;925
16916;3868;922
16919;3882;919
16923;3887;907
16927;3898;906
16930;3903;894
16934;3916;890
16938;3928;877
16941;3933;873
16945;3945;861
16949;3949;856
16952;3950;843
16956;3961;828
16960;3964;814
16963;3968;799
16967;3977;790
16970;3980;760
16974;3982;733
16978;3993;712
16981;3994;679
16985;3998;647
16989;4008;603
16992;4010;556
16996;4013;509
17000;4016;472
17003;4027;430
17007;4030;394
17011;4039;351
17014;4043;315
17018;4046;266
17021;4056;223
17025;4059;187
17029;4062;170
17032;4072;143
17036;4074;128
17040;4079;60
17043;4087;40
17047;4089;28
17051;4092;27
17054;4092;26
17058;4094;23
17062;4095;22
17065;4095;21
17069;4095;20
17073;4095;18
17076;4095;10
17080;4095;8
17083;4095;5
17087;4095;6
17091;4095;6
17094;4095;5
17098;4095;5
17102;4095;5
17105;4095;6
17109;4095;6
17113;4095;6
17116;4095;5
17120;4095;4
17124;4095;3
17127;4095;5
17131;4095;3
17134;4095;4
17138;4095;3
17142;4095;3
17145;4095;4
17149;4095;3
17153;4095;3
17156;4093;1
17160;4088;4
17164;4078;1
17167;4073;4
17171;4057;3
17175;4030;4
17178;4011;3
17182;3992;3
17186;3975;4
17189;3948;2
17193;3918;3
17196;3881;2
17200;3837;3
17204;3791;3
17207;3753;2
17211;3706;1
17215;3674;2
17218;3629;4
17222;3596;3
17226;3560;1
17229;3518;3
17233;3470;4
17237;3419;4
17240;3369;4
17244;3311;3
17248;3273;2
17251;3211;2
17255;3176;3
17258;3130;1
17262;3086;2
17266;3048;2
17269;2975;1
17273;2939;5
17277;2873;5
17280;2807;3
17284;2747;2
17288;2681;4
17291;2586;3
17295;2519;2
17299;2440;3
17302;2315;4
17306;2200;4
17309;2059;4
17313;1931;3
17317;1822;3
17320;1722;4
17324;1639;3
17328;1512;3
17331;1390;2
17335;1276;3
17339;1183;4
17342;1102;4
17346;1071;3
17350;1067;1
17353;1064;2
17357;1053;3
17361;1050;1
17364;1040;3
17368;1036;4
17371;1035;2
17375;1023;3
17379;1021;4
17382;1020;2
17386;1018;2
17390;1020;4
17393;1018;3
17397;1017;3
17401;1016;3
17404;1007;2
17408;1016;3
17412;1008;3
17415;1006;4
17419;1005;2
17422;1004;1
17426;1004;3
17430;1004;1
17433;1003;3
17437;1004;1
17441;1003;3
17444;1003;3
17448;1000;2
17452;1000;3
17455;1000;3
17459;1000;1
17463;992;3
17466;999;3
17470;992;2
17474;991;3
17477;991;2
17481;991;4
17484;989;2
17488;990;3
17492;988;3
17495;988;2
17499;988;2
17503;989;4
17506;987;4
17510;987;4
17514;987;4
17517;986;4
17521;986;3
17525;986;3
17528;985;4
17532;986;4
17535;984;3
17539;984;2
17543;984;3
17546;985;4
17550;976;4
17554;976;4
17557;983;3
17561;983;3
17565;975;3
17568;975;3
17572;974;4
17576;974;2
17579;974;4
17583;974;3
17587;973;4
17590;973;1
17594;973;5
17597;971;5
17601;971;2
17605;971;2
17608;972;3
17612;970;2
17616;970;5
17619;970;2
17623;970;4
17627;971;2
17630;971;3
17634;969;3
17638;970;4
17641;971;3
17645;970;4
17649;970;3
17652;968;3
17656;970;5
17659;968;3
17663;969;3
17667;969;2
17670;969;3
